0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,koi_disposition
1.161769485001955,-0.14231547366576136,-0.4135211379324902,-0.30892420146725535,-0.386831755234602,-0.2945478420369041,0.19645592851645163,-0.05783298743828142,-0.0834873270982119,-0.036038412436515926,0.17340772460812198,0.021455648335469295,-0.006203573700951852,-0.007641519051199795,-0.06794610371334318,-0.039028829180565126,-0.0026803578345006656,0.0026341707082352347,0.002264414028734635,0.03256024608374973,0.11946167007495614,0.006852536732549655,-0.01551514179530408,-0.04569308288515275,0.060098948544007796,0
-0.45168896146903975,-0.0142157772890028,-0.03459179849078962,0.30463653405178737,0.11799256657952498,-0.1094569454825645,0.030450382101345378,0.17876834228524044,-0.02020120450428643,0.01579013539660332,-0.0003612040036671482,-0.06588232823085548,0.09444385223423384,0.03774852049497418,0.07442347746316391,0.07039565843269377,-0.034914384955222456,0.004938422007898097,-0.009894878245588457,0.005648838472272704,0.04428576965429523,-0.0025879148720314125,-0.016298490016722778,-0.03293727523539646,-0.011211353668360994,1
-0.4842869890721582,-0.018595457293256443,-0.05753755595150006,0.45303356053742033,0.018950470486497478,-0.09987091786613862,0.05595606925848334,0.0977094850603593,0.01798734547548952,-0.008163303524999936,-0.02110403496742452,-0.05903835059910399,0.012212477361135449,-0.019156540803479484,0.004649599207288132,0.0029722441933635853,-0.020396949932326547,0.016186243607427077,0.016562704904578337,-0.012964246024466726,-0.018120616277327518,-0.007244404303686045,0.00827261377712997,0.00025506049030584057,0.007347524931820892,1
-0.44702702172502007,0.020606259672724628,-0.06739477860479012,-0.06591023073508187,-0.2995092927001649,0.15120746241828686,0.01763076030979556,-0.08294961093771548,-0.0855673422961006,-0.0008951527013270817,0.10364187660887826,-0.08419906701849529,-0.005383743000247284,0.03646553857570884,-0.03318518844713958,0.021238061370939157,-0.009112460302886694,0.01447219095215652,0.009205620568516567,0.01116771131562458,0.015673794082343623,-0.009993449368501165,0.0392798289327022,0.0256212995450719,0.003547827652233194,1
-0.44662191628451453,-0.0013224378446174449,-0.045350436420728855,-0.1757781899842544,0.14711313386114153,0.00039883238785128717,0.03504691548458198,0.20708166509326567,0.2715885430113136,0.053218602662670464,-0.009376601333614848,0.11288887692486932,0.1690393606732194,0.20717872726573278,-0.08055490561334798,-0.0850440619293441,-0.14441433523413308,0.012302511426589748,-0.0680358406491207,-0.005598118484415626,-0.011087488911646215,-0.005167514141341017,0.008306898879226476,0.0035365611813218106,-0.006259349884647605,1
-0.4859906849256736,0.0025008945352410087,-0.052787595837968763,-0.1119690080264022,0.3813396440034429,-0.11077305841672647,0.038081025151258954,0.11265025624275957,-0.03864780977984368,0.007771322952850658,-0.04015078535585482,0.06899325646655524,-0.01172243430406683,-0.007203680758101075,-0.006327186075263496,0.0034992369047830525,-0.027583907207945402,0.011581986049401463,0.00515675202621151,-0.005630382183222784,0.004786321645839683,-0.007478007632150876,0.004836698862931789,-0.009262460568981081,0.0002516260577508031,1
-0.45563832668048987,0.019466762399459603,-0.06829570502649497,-0.32950836236951697,0.122848177561826,0.04738723067511052,0.022983498863304516,0.029956819145522295,-0.0071165275369776786,-0.011759780444839316,0.019329230764650453,-0.06765435594343489,-0.03373809203096507,-0.03294121468085284,-0.018262902998417454,0.007826164734096799,-0.02299922002043386,0.011631468743642882,-0.017582632271085277,0.0031645090265582155,-0.0058545210035587875,0.008228845130725797,-0.019524429325537156,-0.008138101025297405,-0.0021305540791378107,1
-0.4878464862816995,-0.004920885800178983,-0.04854051051248011,-0.027159556611419965,0.43240385115673946,-0.1522059020398313,0.039857504844840665,0.16385329201885407,-0.002202433654658406,0.015911525189983733,0.018666346954437536,-0.07384889524021543,-0.07316592056528093,-0.08030519411288266,-0.015100152009912441,-0.005705263173717138,-0.040005149504611134,0.026210105371854114,-0.028069554865985384,0.006455053178650325,0.010668529347546819,0.011717082043303855,0.005486247680447736,-0.0008347880663125161,-0.0026839287244239314,1
0.7835821489848611,-0.6941864992456864,0.11223117364359166,-0.23823061703430412,0.1657572912917167,0.028160652741894866,-0.032390623539773455,0.28908931188304143,0.1438365944441582,0.03215757731977507,-0.01254588241497633,0.05661037421621064,-0.015567035374760495,-0.20383109659698107,-0.1477625945580753,-0.11136109274009456,0.28879507625110573,-0.08131089674514524,0.07582272467408444,0.005707641798032126,0.021038666416358567,0.001728317728999281,-0.011061801426938342,0.004394614484494396,-0.07239554069203108,0
0.2711068983364867,-0.0033425412415661066,0.32761394740884986,-0.09137512517839894,0.08221371408119975,-0.11997351043162607,-0.48847358420444426,-0.07751245966479493,0.07014813290439204,-0.0383584259166523,-0.08362861387766689,-0.016593653122318645,0.04815367290200855,-0.0577702496114694,-0.02658010447393438,0.02494567517388869,-0.06518776051873086,-0.010099289776818593,-0.007862308516029044,-0.006158385582257721,-0.0005409816696228162,0.019108919685446164,-0.010958586127533629,-0.01211896726589128,-0.019505292405257644,2
0.909769892633115,0.9383469432754478,-0.3956265462378005,0.07238535886693098,0.18097518165754994,0.16942975266941843,-0.26325441375148817,-0.10328511556433242,0.025785663218080172,-0.060426794114637986,0.003242946259981151,0.006846898531891018,-0.02403871303884383,0.03662516257911381,0.03526837160214481,-0.0275761387500748,0.04963651202200729,-0.017574556168367124,0.0016297958292820793,0.014996843704933578,0.013915865972852309,-0.011162712788782406,-0.006992549114314693,0.004892498656727541,-0.003243358977897408,0
-0.0419483788447404,-0.014705048931457416,0.17063315655150416,0.2695564728941856,-0.14038478908284363,-0.06086579249097122,-0.2554367398729357,0.13512739461599305,-0.023411595383187312,-0.0027475533149929374,-0.048247792114626126,-0.07468864515977398,0.04370870953384048,-0.032164367646134034,-0.030694812304715664,-0.017827816938271873,-0.03305718764204841,0.011432184367841849,0.0049239529133947154,-0.001008557063662949,0.006096357784337081,-0.015817157239545975,-0.011354187100220969,-0.011688904792919287,-0.024835307747276172,1
-0.45848717062734734,0.019491416982372105,-0.09051406339624787,-0.002457474012398,-0.3253670835527696,0.15032307917480947,0.028382642050456805,-0.13940252252499605,-0.10926969650814111,-0.0498066231349719,0.013854348277639107,-0.10943781694991796,0.042316127610620174,0.041601290323758505,-0.008115668213867248,-0.03639574579988254,-0.0037364710981945743,-0.0031000663580816033,-0.03740365914466225,0.0033519107787844437,0.005143594306031313,-0.0034392639110708907,0.00922118241634804,-0.0028081451492127426,0.006155551594658415,1
