koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_disposition
1.0,0,0,0,0,10.44635944,2.43e-05,-2.43e-05,133.27821,0.0018,-0.0018,0.967,0.03,-0.691,2.749,0.122,-0.122,354.0,11.1,-11.1,2.18,0.64,-0.2,812.0,102.77,88.97,-27.75,34.4,2.0,5968.0,161.0,-179.0,4.534,0.036,-0.204,0.881,0.26,-0.081,295.2887,48.59972,14.201,1
0.928,0,0,0,0,264.466625,0.00157,-0.00157,134.96749,0.00516,-0.00516,0.129,0.333,-0.128,6.371,0.145,-0.145,437.0,18.6,-18.6,2.61,0.57,-0.31,346.0,3.41,2.06,-1.06,27.0,1.0,6551.0,129.0,-194.0,4.337,0.073,-0.147,1.236,0.271,-0.146,296.33813,45.545109,11.154,2
0.982,0,0,0,0,30.36044536,4.6e-06,-4.6e-06,148.091546,0.000118,-0.000118,0.359,0.02,-0.02,6.0134,0.0133,-0.0133,21100.0,21.9,-21.9,10.99,0.9,-1.11,459.0,10.47,3.34,-2.87,1126.2,1.0,4939.0,148.0,-133.0,4.541,0.072,-0.044,0.765,0.063,-0.077,284.87997,49.266991,14.388,1
0.137,0,0,0,0,66.789347,0.00113,-0.00113,184.4713,0.0144,-0.0144,0.667,0.049,-0.484,4.08,0.397,-0.397,359.0,41.8,-41.8,2.07,0.64,-0.22,490.0,13.61,12.37,-4.16,9.5,3.0,6297.0,169.0,-225.0,4.448,0.052,-0.208,1.031,0.32,-0.107,297.9516,46.264721,15.083,2
0.258,0,1,0,0,73.506021,0.00212,-0.00212,163.5692,0.0247,-0.0247,0.473,0.483,-0.269,5.734,0.5,-0.5,486.0,48.6,-48.6,2.37,0.75,-0.3,471.0,11.66,11.16,-4.15,11.3,2.0,6215.0,194.0,-259.0,4.44,0.065,-0.208,1.052,0.332,-0.133,297.4809,46.589142,15.42,0
0.0,0,1,0,0,1.053573674,1.37e-07,-1.37e-07,132.428012,0.00011,-0.00011,1.308,0.072,-0.114,1.70116,0.0032,-0.0032,3060.0,4.6,-4.6,299.87,105.0,-145.0,4319.0,81969.77,82744.14,-63435.92,445.3,1.0,5838.0,143.0,-245.0,3.038,0.405,-0.135,7.385,2.589,-3.559,291.87244,42.030499,12.97,0
1.0,0,0,0,0,6.57159435,2.29e-05,-2.29e-05,132.74598,0.00292,-0.00292,0.751,0.226,-0.513,3.1044,0.0854,-0.0854,65.7,2.5,-2.5,1.26,0.06,-0.05,1211.0,507.81,76.72,-61.0,30.7,1.0,6042.0,81.0,-81.0,4.139,0.012,-0.013,1.432,0.064,-0.052,295.43967,44.039162,10.338,2
0.0,0,0,1,0,13.6550963,0.000152,-0.000152,137.52651,0.00742,-0.00742,0.235,0.22,-0.235,4.117,0.215,-0.215,196.0,15.8,-15.8,1.35,0.45,-0.14,780.0,87.46,85.77,-26.68,14.6,1.0,6065.0,180.0,-198.0,4.487,0.054,-0.216,0.962,0.315,-0.105,296.61996,48.9058,14.818,0
0.56,0,0,0,0,161.651504,0.00223,-0.00223,289.32322,0.00872,-0.00872,0.736,0.247,-0.522,2.509,0.367,-0.367,254.0,39.9,-39.9,2.22,0.35,-0.4,377.0,4.77,2.0,-1.72,8.4,1.0,5725.0,78.0,-78.0,4.212,0.162,-0.108,1.289,0.206,-0.229,283.67346,46.82272,13.756,2
0.999,0,0,0,0,5.70940795,1.83e-05,-1.83e-05,137.12208,0.00256,-0.00256,0.751,0.185,-0.542,1.622,0.0844,-0.0844,587.0,34.0,-34.0,1.51,0.13,-0.13,644.0,40.66,12.62,-10.9,20.2,3.0,4402.0,118.0,-144.0,4.682,0.045,-0.036,0.572,0.049,-0.049,285.60254,50.112041,14.265,1
0.005,1,0,0,0,495.06538,0.0372,-0.0372,245.567,0.061,-0.061,0.341,0.123,-0.341,21.09,2.6,-2.6,417.0,37.1,-37.1,2.0,0.62,-0.21,236.0,0.74,0.68,-0.22,13.2,1.0,6075.0,180.0,-198.0,4.486,0.05,-0.2,0.969,0.3,-0.1,296.65671,50.68721,14.116,0
0.894,0,0,0,0,16.2959916,7.7e-05,-7.7e-05,133.90784,0.00375,-0.00375,0.213,0.244,-0.213,2.116,0.128,-0.128,370.0,28.0,-28.0,1.83,0.21,-0.17,678.0,49.81,16.07,-10.93,15.7,1.0,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.961,0.115,-0.086,294.47833,46.945862,15.243,1
1.0,0,0,0,0,8.360870704,6.06e-06,-6.06e-06,175.64459,0.000571,-0.000571,0.494,0.002,-0.477,2.7144,0.0338,-0.0338,2040.0,19.2,-19.2,3.67,0.22,-0.36,690.0,53.68,14.26,-14.96,120.9,1.0,4743.0,142.0,-142.0,4.516,0.102,-0.748,0.81,0.049,-0.079,283.86603,46.789589,15.223,1
0.0,0,1,0,0,22.57494749,8.22e-05,-8.22e-05,149.09617,0.00288,-0.00288,1.271,0.094,-0.099,36.756,0.177,-0.177,1340.0,5.6,-5.6,49.49,10.4,-10.4,860.0,129.25,77.42,-57.03,302.6,1.0,6581.0,149.0,-183.0,4.192,0.154,-0.126,1.468,0.307,-0.307,291.64651,49.493408,11.612,0
0.997,0,0,0,0,6.30922043,1.72e-05,-1.72e-05,133.99677,0.00231,-0.00231,0.118,0.338,-0.118,1.3251,0.0716,-0.0716,691.0,38.2,-38.2,1.37,0.1,-0.12,606.0,31.73,9.67,-8.46,22.5,1.0,4380.0,130.0,-143.0,4.71,0.059,-0.032,0.53,0.041,-0.045,287.82639,40.696602,15.906,2
0.0,0,1,1,1,1.6749812,1.8e-05,-1.8e-05,131.79288,0.00924,-0.00924,0.382,0.077,-0.382,2.707,0.411,-0.411,94.0,13.1,-13.1,79.51,10.5,-19.4,8986.0,1540745.8,561012.86,-715515.02,8.9,1.0,3940.0,63.0,-63.0,0.76,0.137,-0.112,84.461,11.105,-20.623,293.57895,48.00602,11.709,0
0.0,0,0,1,1,0.93373716,8.57e-06,-8.57e-06,132.46828,0.0086,-0.0086,0.793,0.064,-0.551,5.015,0.215,-0.215,145.0,11.5,-11.5,1.14,0.21,-0.15,1666.0,1811.1,1153.46,-606.88,16.0,1.0,5390.0,204.0,-185.0,4.479,0.096,-0.132,0.852,0.16,-0.107,292.72198,47.4548,15.926,0
1.0,0,0,0,0,6.02930329,5.51e-06,-5.51e-06,171.602959,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,1910.0,34.4,-34.4,2.85,0.26,-0.15,678.0,50.04,16.4,-9.88,65.4,1.0,4537.0,123.0,-123.0,4.648,0.02,-0.056,0.672,0.062,-0.036,283.71088,47.86327,15.784,1
0.977,0,0,0,0,6.24564633,5.44e-05,-5.44e-05,137.16241,0.0071,-0.0071,0.594,0.382,-0.384,2.459,0.182,-0.182,212.0,21.2,-21.2,1.06,0.12,-0.07,731.0,67.62,27.85,-16.43,11.9,1.0,4858.0,161.0,-161.0,4.622,0.027,-0.059,0.707,0.08,-0.049,287.96814,46.470612,15.485,2
0.784,0,0,0,0,362.97828,0.016,-0.016,256.5011,0.0258,-0.0258,0.055,0.409,-0.055,14.083,0.744,-0.744,261.0,20.5,-20.5,1.96,0.33,-0.29,296.0,1.81,0.87,-0.6,13.0,2.0,6086.0,133.0,-133.0,4.274,0.137,-0.112,1.216,0.199,-0.179,296.99863,42.78196,14.061,2
1.0,0,0,0,0,2.344512589,5.69e-06,-5.69e-06,132.87316,0.00217,-0.00217,0.803,0.003,-0.572,1.4116,0.0603,-0.0603,58.9,3.2,-3.2,0.97,0.14,-0.13,1471.0,1106.25,459.81,-339.72,21.9,1.0,5821.0,104.0,-116.0,4.328,0.126,-0.115,1.132,0.168,-0.151,290.54364,47.725887,12.589,1
0.0,1,0,0,0,367.95566,0.0142,-0.0142,236.4537,0.0269,-0.0269,0.957,0.001,-0.697,21.877,0.732,-0.732,1410.0,97.6,-97.6,3.62,0.3,-0.29,183.0,0.27,0.08,-0.07,13.7,1.0,4723.0,141.0,-127.0,4.611,0.036,-0.04,0.696,0.056,-0.056,294.78763,43.739021,15.964,0
1.0,0,0,0,0,15.66057688,3.83e-05,-3.83e-05,146.3487,0.002,-0.002,0.244,0.19,-0.244,7.012,0.0696,-0.0696,384.0,6.3,-6.3,2.05,0.34,-0.12,758.0,78.01,35.69,-15.29,67.5,1.0,6000.0,106.0,-142.0,4.45,0.032,-0.128,1.044,0.173,-0.062,284.75485,44.956032,13.949,1
0.804,0,0,0,0,199.8392053,4.53e-05,-4.53e-05,225.35896,0.000175,-0.000175,0.811,0.008,-0.007,4.378,0.0138,-0.0138,44500.0,126.0,-126.0,21.48,4.95,-1.75,276.0,1.36,0.96,-0.33,590.6,1.0,5457.0,164.0,-147.0,4.548,0.028,-0.171,0.869,0.2,-0.071,286.65689,50.021568,14.74,2
0.0,0,1,1,0,35.14578122,3.37e-05,-3.37e-05,136.493569,0.000865,-0.000865,1.276,53.09,-0.113,2.253,0.0352,-0.0352,6790.0,95.7,-95.7,32.5,5.93,-3.2,480.0,12.6,7.81,-3.68,86.8,1.0,5437.0,204.0,-185.0,4.554,0.059,-0.11,0.783,0.143,-0.077,293.33807,42.016312,15.838,0
0.002,0,0,1,0,0.8903331,1.12e-05,-1.12e-05,131.5337,0.011,-0.011,0.322,0.158,-0.322,2.643,0.47,-0.47,134.0,15.8,-15.8,20.96,0.96,-8.58,5714.0,251387.46,51085.51,-178736.62,10.8,1.0,4981.0,121.0,-228.0,2.437,0.033,-0.033,18.374,0.836,-7.526,298.16129,39.90097,13.915,0
1.0,0,0,0,0,33.4160553,0.00031,-0.00031,171.33696,0.00701,-0.00701,0.947,0.012,-0.664,8.605,0.189,-0.189,276.0,10.2,-10.2,2.98,0.55,-0.55,689.0,53.18,27.78,-20.66,29.3,1.0,6007.0,122.0,-122.0,4.178,0.162,-0.108,1.42,0.263,-0.263,287.97577,39.087181,13.954,1
0.765,0,0,0,0,67.8321638,0.000912,-0.000912,125.881,0.012,-0.012,0.027,0.41,-0.027,7.358,0.254,-0.254,508.0,33.3,-33.3,2.39,0.35,-0.38,476.0,12.14,4.99,-4.19,15.5,3.0,5839.0,105.0,-105.0,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381,1
0.984,0,0,0,0,40.0306267,0.00034,-0.00034,148.85882,0.00773,-0.00773,0.322,0.131,-0.322,4.815,0.188,-0.188,215.0,12.8,-12.8,2.01,0.35,-0.38,617.0,34.19,16.13,-13.41,19.5,1.0,5855.0,104.0,-116.0,4.227,0.143,-0.117,1.373,0.235,-0.259,295.84653,49.936131,13.628,2
1.0,0,0,0,0,38.505224,0.000178,-0.000178,158.30491,0.00325,-0.00325,0.654,0.003,-0.506,5.941,0.104,-0.104,695.0,22.4,-22.4,2.45,0.68,-0.24,532.0,18.98,15.38,-5.16,35.5,1.0,5974.0,161.0,-161.0,4.504,0.062,-0.188,0.881,0.243,-0.087,281.66299,47.568581,14.777,1
0.0,0,1,0,0,1.47623061,1.62e-05,-1.62e-05,131.603,0.0105,-0.0105,0.375,0.09,-0.375,2.032,0.277,-0.277,39.1,5.0,-5.0,0.71,0.22,-0.08,1802.0,2484.49,2304.48,-744.43,9.7,1.0,6325.0,168.0,-205.0,4.409,0.067,-0.202,1.112,0.353,-0.118,296.97861,49.817329,14.063,0
0.573,0,0,0,0,66.47762,0.00113,-0.00113,184.2673,0.0137,-0.0137,0.384,0.067,-0.384,4.487,0.304,-0.304,554.0,63.4,-63.4,1.83,0.39,-0.16,388.0,5.34,3.58,-1.53,9.1,2.0,5515.0,182.0,-199.0,4.592,0.036,-0.135,0.775,0.164,-0.07,295.36145,45.914841,15.972,2
1.0,0,0,0,0,13.32191461,8.42e-05,-8.42e-05,142.7235,0.0053,-0.0053,0.784,0.161,-0.532,6.213,0.136,-0.136,134.0,6.1,-6.1,2.88,0.58,-0.81,1299.0,672.06,413.33,-368.97,24.3,1.0,6995.0,194.0,-243.0,3.925,0.227,-0.122,2.274,0.462,-0.635,295.15219,49.587601,13.228,1
0.0,1,0,1,1,0.93376131,1.43e-05,-1.43e-05,132.4342,0.0156,-0.0156,0.312,0.167,-0.312,3.747,0.452,-0.452,55.6,6.7,-6.7,0.61,0.14,-0.05,1682.0,1891.81,1305.24,-449.54,10.5,1.0,5665.0,152.0,-152.0,4.568,0.04,-0.16,0.82,0.191,-0.064,292.22083,47.635689,15.529,0
0.0,0,1,0,0,7.143708297,5.18e-07,-5.18e-07,137.8041949,6.02e-05,-6.02e-05,0.162,0.019,-0.009,5.83451,0.00299,-0.00299,203000.0,106.0,-106.0,44.78,12.6,-7.81,943.0,187.0,154.88,-72.7,2368.6,1.0,5655.0,152.0,-152.0,4.386,0.132,-0.182,0.992,0.28,-0.173,290.61478,48.186771,14.17,0
0.0,0,1,0,0,11.32028788,2.3e-06,-2.3e-06,131.803042,0.000225,-0.000225,0.526,0.004,-0.004,4.82219,0.00501,-0.00501,243000.0,317.0,-317.0,59.23,16.1,-13.1,928.0,175.69,145.91,-84.77,1539.9,1.0,6153.0,194.0,-237.0,4.302,0.18,-0.18,1.127,0.306,-0.25,293.26328,45.349419,16.756,0
0.0,0,1,0,0,0.676990194,3.7e-08,-3.7e-08,131.8017098,4.64e-05,-4.64e-05,1.223,0.043,-0.044,1.69459,0.00303,-0.00303,20500.0,8.7,-8.7,37.5,9.79,-3.26,1919.0,3192.15,2455.01,-835.89,997.0,1.0,5813.0,157.0,-174.0,4.568,0.044,-0.176,0.816,0.213,-0.071,294.58789,41.914261,15.553,0
1.0,0,0,0,0,9.17858526,1.43e-05,-1.43e-05,173.08746,0.00131,-0.00131,0.582,0.294,-0.362,2.1945,0.044,-0.044,797.0,18.4,-18.4,2.3,0.52,-0.2,753.0,76.14,52.19,-20.21,50.6,1.0,5506.0,166.0,-166.0,4.584,0.036,-0.144,0.788,0.176,-0.07,296.66275,41.261238,14.874,2
1.0,0,0,0,0,2.50475282,1.14e-05,-1.14e-05,133.63645,0.00373,-0.00373,0.13,0.32,-0.13,2.376,0.111,-0.111,181.0,10.6,-10.6,1.48,0.22,-0.25,1369.0,828.59,336.84,-283.48,18.9,3.0,5509.0,82.0,-74.0,4.308,0.156,-0.104,1.116,0.169,-0.186,294.15271,38.23304,14.523,2
0.635,0,0,0,0,13.1538409,0.000527,-0.000527,143.31,0.0307,-0.0307,0.39,0.06,-0.39,11.56,1.1,-1.1,105.0,12.0,-12.0,1.03,0.31,-0.18,750.0,74.8,67.02,-29.6,10.6,1.0,5443.0,164.0,-164.0,4.36,0.175,-0.214,1.008,0.3,-0.175,285.63681,49.009109,15.007,2
0.552,0,0,0,0,6.76289308,8.85e-05,-8.85e-05,135.6771,0.0113,-0.0113,0.553,0.419,-0.347,6.204,0.271,-0.271,50.9,4.0,-4.0,1.21,0.24,-0.3,1337.0,754.37,435.75,-374.75,14.6,1.0,6547.0,146.0,-194.0,4.122,0.192,-0.128,1.63,0.329,-0.402,286.54364,45.304871,13.499,1
1.0,0,0,0,0,23.02028478,2.77e-05,-2.77e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5080.0,62.7,-62.7,7.58,2.11,-0.71,604.0,31.4,26.25,-9.06,97.2,1.0,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573,2
0.556,0,0,0,0,455.62395,0.0262,-0.0262,581.8806,0.0239,-0.0239,0.335,0.126,-0.335,13.07,0.794,-0.794,1110.0,92.7,-92.7,3.0,0.87,-0.3,228.0,0.64,0.56,-0.19,14.0,1.0,5883.0,165.0,-206.0,4.53,0.048,-0.204,0.892,0.26,-0.087,295.93283,42.39669,15.975,2
0.993,0,0,0,0,12.6119685,0.000298,-0.000298,138.1189,0.0191,-0.0191,0.709,0.258,-0.469,6.372,0.398,-0.398,76.5,7.3,-7.3,1.33,0.24,-0.25,953.0,194.9,101.81,-75.71,12.2,2.0,6007.0,122.0,-122.0,4.178,0.162,-0.108,1.42,0.263,-0.263,287.97577,39.087181,13.954,1
0.147,0,0,1,0,2.21568076,2.93e-05,-2.93e-05,132.26619,0.00973,-0.00973,0.563,0.007,-0.497,1.515,0.386,-0.386,43.6,9.4,-9.4,0.57,0.09,-0.07,1236.0,550.44,275.86,-178.46,6.9,1.0,5349.0,159.0,-159.0,4.478,0.115,-0.115,0.836,0.13,-0.106,286.80914,46.390411,13.805,0
0.984,0,0,0,0,2.63527677,2.09e-05,-2.09e-05,133.97919,0.00527,-0.00527,0.646,0.015,-0.5,1.997,0.2,-0.2,70.4,7.9,-7.9,0.76,0.05,-0.06,1136.0,394.32,83.99,-77.27,10.7,1.0,5215.0,83.0,-83.0,4.496,0.066,-0.05,0.864,0.058,-0.064,289.80804,44.362518,14.342,2
0.0,0,1,0,0,2.629870555,4.86e-07,-4.86e-07,132.067717,0.000156,-0.000156,0.705,0.006,-0.003,6.606,0.01,-0.01,101000.0,166.0,-166.0,34.05,9.19,-6.13,1291.0,659.45,522.55,-261.58,1026.0,1.0,5566.0,149.0,-149.0,4.382,0.175,-0.193,0.967,0.261,-0.174,293.20734,38.009029,14.043,0
1.0,0,0,0,0,13.33094869,3.7e-05,-3.7e-05,133.78632,0.00228,-0.00228,1.199,6.947,-0.324,1.426,0.133,-0.133,726.0,52.0,-52.0,25.95,7.54,-3.47,815.0,104.37,88.95,-35.0,17.1,1.0,5991.0,161.0,-179.0,4.394,0.105,-0.195,1.039,0.302,-0.139,281.26013,42.40329,14.847,2
1.0,0,0,0,0,10.0989634,0.000117,-0.000117,132.3351,0.00841,-0.00841,0.529,0.435,-0.325,6.428,0.472,-0.472,57.0,7.2,-7.2,1.03,0.18,-0.16,1016.0,251.36,118.44,-80.06,8.9,2.0,6174.0,74.0,-86.0,4.244,0.125,-0.125,1.318,0.243,-0.199,292.20471,37.221218,13.96,2
0.235,0,0,0,0,37.0200232,0.000431,-0.000431,131.8379,0.0109,-0.0109,0.308,0.268,-0.307,1.421,0.338,-0.338,581.0,156.0,-156.0,2.14,0.57,-0.19,507.0,15.66,12.09,-4.12,6.6,1.0,5685.0,152.0,-169.0,4.537,0.044,-0.176,0.886,0.233,-0.078,286.10281,50.126541,15.424,2
0.0,0,1,0,0,13.78252221,2.07e-06,-2.07e-06,139.480567,0.000124,-0.000124,0.718,0.025,-0.021,8.27762,0.00714,-0.00714,249000.0,184.0,-184.0,41.84,4.01,-4.01,605.0,31.69,11.09,-8.73,1524.1,1.0,5246.0,156.0,-156.0,4.604,0.072,-0.048,0.668,0.064,-0.064,287.35608,38.212212,12.809,0
0.553,0,0,0,0,80.881757,0.00322,-0.00322,136.6708,0.0196,-0.0196,0.335,0.116,-0.335,12.568,0.893,-0.893,143.0,13.6,-13.6,2.27,0.52,-0.98,581.0,26.91,19.04,-19.18,12.2,2.0,5934.0,178.0,-178.0,3.945,0.44,-0.11,1.885,0.437,-0.811,294.36734,38.846889,13.698,2
1.0,0,0,0,0,2.462344253,4.1e-06,-4.1e-06,171.84315,0.00131,-0.00131,0.051,0.381,-0.051,1.8113,0.0424,-0.0424,180.0,5.0,-5.0,1.33,0.22,-0.07,1326.0,730.86,321.03,-135.2,42.1,1.0,5736.0,103.0,-125.0,4.467,0.03,-0.12,1.008,0.159,-0.057,290.82419,44.647179,13.648,1
1.0,0,0,0,0,0.663085361,9.11e-07,-9.11e-07,131.97961,0.00111,-0.00111,0.841,0.05,-0.579,1.1522,0.0383,-0.0383,323.0,11.5,-11.5,1.6,0.24,-0.12,1681.0,1894.94,982.81,-447.99,35.3,1.0,5172.0,170.0,-154.0,4.6,0.026,-0.097,0.767,0.119,-0.055,297.84149,46.967682,15.304,1
1.0,0,0,0,0,6.33855946,1.27e-05,-1.27e-05,354.85104,0.00146,-0.00146,0.907,0.004,-0.635,3.4617,0.0884,-0.0884,722.0,14.1,-14.1,3.31,1.09,-0.37,1034.0,270.47,272.24,-87.75,57.4,1.0,6108.0,193.0,-236.0,4.466,0.056,-0.224,1.03,0.341,-0.114,284.96304,43.91301,15.182,1
0.898,0,0,0,0,219.931324,0.0067,-0.0067,329.3836,0.0226,-0.0226,0.307,0.157,-0.307,4.818,0.873,-0.873,641.0,118.0,-118.0,2.3,0.29,-0.14,279.0,1.43,0.49,-0.23,7.1,1.0,5557.0,75.0,-83.0,4.5,0.038,-0.113,0.912,0.116,-0.053,295.1868,39.575691,14.254,2
1.0,0,0,0,0,26.44439337,3.65e-05,-3.65e-05,194.12074,0.00108,-0.00108,0.03,0.355,-0.03,3.9783,0.0417,-0.0417,1840.0,22.2,-22.2,3.91,0.43,-0.29,562.0,23.54,7.96,-4.92,88.0,2.0,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158,1
0.0,0,0,1,1,1.38718209,3.59e-05,-3.59e-05,132.8579,0.0223,-0.0223,0.28,0.173,-0.28,2.595,0.849,-0.849,45.5,8.5,-8.5,0.68,0.2,-0.08,1707.0,2011.41,1767.49,-655.72,7.2,1.0,6122.0,171.0,-214.0,4.471,0.062,-0.2,0.996,0.296,-0.118,286.0213,45.343681,14.718,0
0.0,0,1,0,0,1.083736642,5.8e-08,-5.8e-08,134.1369208,4.16e-05,-4.16e-05,1.265,0.094,-0.07,1.57912,0.00264,-0.00264,8930.0,11.6,-11.6,237.84,25.8,-96.8,3641.0,41465.78,15423.5,-29479.9,954.2,1.0,5591.0,156.0,-267.0,3.227,0.287,-0.103,5.618,0.61,-2.287,285.30206,49.263451,12.923,0
0.978,0,0,0,0,6.18670882,4.32e-05,-4.32e-05,136.63308,0.00564,-0.00564,0.013,0.437,-0.013,2.909,0.181,-0.181,203.0,15.4,-15.4,1.21,0.06,-0.1,851.0,123.96,21.94,-26.55,14.3,2.0,5114.0,84.0,-76.0,4.463,0.09,-0.036,0.878,0.044,-0.076,291.3909,48.065609,15.173,1
0.0,1,0,0,1,0.566803996,3.42e-06,-3.42e-06,131.80782,0.0048,-0.0048,0.123,0.357,-0.123,3.399,0.147,-0.147,142.0,8.3,-8.3,0.64,0.06,-0.06,1350.0,786.1,256.47,-207.59,23.4,1.0,4373.0,118.0,-144.0,4.722,0.036,-0.05,0.544,0.05,-0.045,291.58347,42.830051,15.989,0
0.0,1,0,1,0,117.934158,0.00495,-0.00495,197.8657,0.0388,-0.0388,0.658,0.32,-0.429,9.25,1.4,-1.4,188.0,17.3,-17.3,3.76,0.7,-1.4,648.0,41.73,23.67,-27.42,12.9,1.0,6790.0,184.0,-225.0,3.822,0.292,-0.097,2.597,0.485,-0.97,295.86908,43.997959,13.232,0
0.0,0,0,1,1,1.89127438,1.12e-05,-1.12e-05,132.68059,0.00537,-0.00537,0.514,0.421,-0.297,4.491,0.13,-0.13,32.3,1.5,-1.5,2.03,0.35,-1.03,3342.0,29488.85,15461.26,-23431.13,24.6,1.0,7919.0,220.0,-331.0,3.663,0.493,-0.087,3.46,0.584,-1.752,290.25375,37.92691,12.481,0
0.0,1,1,1,1,10.99381963,1.33e-05,-1.33e-05,133.253208,0.00097,-0.00097,1.274,36.48,-0.063,3.7889,0.0448,-0.0448,1690.0,19.6,-19.6,40.17,13.0,-5.21,978.0,216.57,198.61,-72.92,102.9,2.0,6553.0,148.0,-214.0,4.366,0.07,-0.21,1.157,0.375,-0.15,300.78394,44.192558,13.427,0
0.0,0,1,1,1,1.507101452,1.09e-06,-1.09e-06,132.092456,0.000683,-0.000683,1.246,0.127,-0.096,5.2005,0.0263,-0.0263,15800.0,70.5,-70.5,39.32,9.92,-6.11,1573.0,1453.29,1143.25,-547.01,273.5,1.0,5884.0,195.0,-195.0,4.453,0.13,-0.174,0.876,0.221,-0.136,297.26233,43.30434,14.848,0
0.0,0,1,0,0,22.67314568,6.68e-06,-6.68e-06,138.145641,0.00022,-0.00022,0.605,0.007,-0.001,6.6324,0.0145,-0.0145,65400.0,86.6,-86.6,30.92,8.9,-7.3,684.0,51.67,43.71,-24.63,912.0,1.0,5619.0,152.0,-152.0,4.269,0.225,-0.184,1.153,0.332,-0.272,281.0105,44.15377,14.274,0
0.999,0,0,0,0,2.7296036,1.31e-05,-1.31e-05,133.28661,0.00379,-0.00379,0.509,0.428,-0.308,2.721,0.123,-0.123,146.0,8.8,-8.8,1.53,0.26,-0.22,1455.0,1056.15,466.02,-319.04,18.4,1.0,5887.0,70.0,-79.0,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147,2
0.987,0,0,0,0,7.40611676,1.39e-05,-1.39e-05,134.07481,0.00146,-0.00146,0.077,0.427,-0.077,2.8826,0.0522,-0.0522,418.0,9.1,-9.1,1.37,0.1,-0.05,678.0,49.89,12.82,-6.59,49.6,3.0,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023,1
0.102,1,0,0,0,370.38642,0.0675,-0.0675,263.3823,0.0809,-0.0809,0.006,0.447,-0.006,23.94,3.2,-3.2,186.0,17.1,-17.1,2.12,0.62,-0.61,328.0,2.74,2.33,-1.55,13.9,1.0,6179.0,167.0,-223.0,4.134,0.246,-0.164,1.555,0.451,-0.451,294.13348,44.71735,13.732,0
0.972,0,0,0,0,31.4452709,0.00017,-0.00017,154.58136,0.00513,-0.00513,0.97,0.006,-0.725,1.758,0.108,-0.108,531.0,48.1,-48.1,4.55,0.93,-0.77,721.0,63.78,33.3,-22.03,12.7,3.0,6172.0,74.0,-86.0,4.198,0.13,-0.13,1.471,0.301,-0.247,297.47711,39.877239,14.806,2
0.0,0,1,0,0,8.627475562,1.16e-06,-1.16e-06,139.9908385,9.62e-05,-9.62e-05,1.141,0.056,-0.059,4.65505,0.00516,-0.00516,36800.0,31.8,-31.8,188.55,55.7,-139.0,1446.0,1031.92,959.31,-971.68,1157.5,1.0,5146.0,183.0,-203.0,3.475,0.872,-0.218,4.063,1.2,-2.999,296.34995,51.12344,13.835,0
0.988,0,0,0,0,126.55719,0.00122,-0.00122,145.69736,0.00872,-0.00872,0.965,0.006,-0.675,8.079,0.548,-0.548,366.0,16.4,-16.4,4.59,1.44,-1.43,524.0,17.85,16.39,-10.61,24.8,1.0,6501.0,179.0,-247.0,4.054,0.231,-0.189,1.854,0.578,-0.578,290.73001,44.836121,13.666,2
0.0,0,0,0,1,1.089057762,8.62e-06,-8.62e-06,132.03859,0.00835,-0.00835,0.185,0.291,-0.184,1.637,0.25,-0.25,37.4,5.2,-5.2,0.44,0.05,-0.04,1404.0,917.78,354.84,-236.14,9.2,1.0,5096.0,153.0,-138.0,4.582,0.05,-0.061,0.737,0.081,-0.066,288.06711,46.379551,14.122,0
0.0,0,1,1,0,20.2340219,0.000201,-0.000201,141.38622,0.00792,-0.00792,0.249,0.21,-0.249,3.674,0.274,-0.274,194.0,20.0,-20.0,0.99,0.19,-0.08,562.0,23.53,15.35,-6.34,11.5,1.0,5528.0,210.0,-191.0,4.627,0.038,-0.12,0.71,0.137,-0.059,298.76404,48.64492,13.776,0
